604.67,1283.9,1
866.81,1296.4,1
471.81,1498.7,1
651.5,1353.3,1
673.28,1446.8,1
534.73,1108.7,1
547.47,1636.5,1
500,1500,1
570.33,1283.9,1
471.89,1480.4,1
495.04,617.63,1
647.64,1258.1,1
435.02,1373,1
598.52,1686,1
638.83,1266.6,1
683.03,1339.3,1
687.55,1322.2,1
662.67,1427.1,1
669.57,972.44,1
726.53,1298.7,1
667.18,1446.6,1
735.46,1392.5,1
711.59,1377.7,1
770.16,1211.6,1
558.92,1436.8,1
654.96,1265.5,1
684.04,1426,1
615.31,1343.2,1
852.77,1314.2,1
634.87,1274.1,1
500,1500,1
679.52,1296.6,1
475.82,1673.2,1
450.63,641.64,1
567.84,1473.4,1
504.14,1269.4,1
500,1500,1
500,1500,1
469.16,1153.2,1
542.39,1476.7,1
729.93,1278.4,1
500,1500,1
658.81,1213,1
531.98,1570.7,1
678.25,1447.3,1
500,1500,1
500,1500,1
753.92,1279.4,1
483.37,1357,1
500,1500,1
421.81,1342.1,1
697.37,1273.1,1
259.23,1753.2,1
500,1500,1
500,1500,1
564,1725.8,1
500,1500,1
504.02,1248.8,1
467.35,1177.1,1
285.22,1543.1,1
500,1500,1
500,1500,1
592.05,1345.7,1
943.59,1473.3,1
586.73,1253.3,1
691.24,1268.3,1
500,1500,1
500,1500,1
666.8,1314.2,1
521.28,1613.7,1
500,1500,1
716.16,1772.6,1
627.09,1166.8,1
655.46,1312.2,1
500,1500,1
753.92,1331.5,1
711.57,1255.5,1
686.95,1365.1,1
690.11,1230.3,1
643.25,1652.5,1
617.58,1467.2,1
495.02,1851.7,1
539,1480.8,1
500,1500,1
570.15,1488.9,1
500,1500,1
579.55,1331.2,1
598.52,1686,1
414.8,1531.1,1
477.73,1417.8,1
500,1500,1
498.1,1742.6,1
626.73,1296.1,1
633.4,1165.1,1
631.3,1429.7,1
268.05,1386,1
500,1500,1
442.32,1985.4,1
634.91,1681.1,1
491.85,1731.5,1
653.56,1294.2,1
569.66,1608.3,1
463.03,1805.3,1
611.04,1326.2,1
540.67,1728.6,1
500,1500,1
555.15,1662.5,1
742.52,1870.9,1
755.12,1496.9,1
711.43,1281.9,1
547.27,1364,1
615.39,1274,1
500,1500,1
642.4,1318.2,1
1142.6,1354.1,1
500,1500,1
739.21,1300.2,1
834.98,1341.3,1
579.42,1451.3,1
545.83,1225.1,1
516.63,1693.6,1
461.88,1416.7,1
631.3,1429.7,1
428.14,1533,1
488.68,1107,1
500,1500,1
500,1500,1
498.92,1851.1,1
500,1500,1
587.04,1075.6,1
1292.8,2030.3,1
457.33,1543.8,1
767.16,1364.2,1
524.66,934.58,1
584.65,1511.2,1
316.2,2044.2,2
383.21,1972.7,2
280.36,2103.9,2
359.03,2127.8,2
369.65,2256.3,2
363.13,2021.1,2
461.24,1814.4,2
288.27,2264.8,2
244.51,2087.9,2
447.81,1892.6,2
448.17,1887.7,2
293.48,2150,2
235.95,2256.7,2
293.56,2284.9,2
272.19,2138,2
302.19,2059.4,2
288.58,2388.1,2
495.21,1899.1,2
266.76,2318.7,2
301.22,2138.8,2
336.81,1859.9,2
317.06,2268.9,2
403.44,1894.1,2
339.38,1999.3,2
247.16,2099.4,2
240.66,2180.1,2
326.73,2221.9,2
273.44,2107.4,2
352.02,1659.4,2
270.48,2133.5,2
191.11,2218.7,2
363.93,1823.6,2
210.26,1987.3,2
512.74,1844.1,2
266.33,2172.6,2
314.29,2221.5,2
376.38,1653.6,2
382.2,1959.1,2
382.75,1676.5,2
516.14,1847.2,2
305.08,2072.1,2
263.06,2179.3,2
323.82,1821.6,2
363.13,2021.1,2
506.97,1827.6,2
383.5,2245.5,2
372.52,2114.2,2
311.32,2173.2,2
197.58,1948.7,2
305.76,2086,2
288.48,2149.6,2
335.69,2289,2
372.93,2161.6,2
428.14,2022.7,2
316.37,2168.4,2
388.05,2166.9,2
539.52,1795.3,2
518.15,1734.8,2
288.09,2087.6,2
276.21,1562.9,2
332.99,2015,2
326.26,2286.1,2
254.25,2190,2
310.09,2101,2
286.17,2166.2,2
303.97,2130.7,2
279.97,1502.2,2
342.72,2131.9,2
308.71,2133.6,2
364.02,2016.6,2
340.66,2014.5,2
282.34,1974.3,2
432.26,1786.8,2
345.73,1157,2
300.76,2049.8,2
457.84,2007.7,2
333.97,2069,2
514.68,1923.8,2
313.69,1906.3,2
263.29,2090.8,2
307,2143.4,2
283.07,2120.9,2
459.7,1894.8,2
309.65,2122.5,2
222.27,2153,2
333.31,2356.4,2
274.32,1574.9,2
335.65,2135,2
415.87,2219.8,2
365.79,1512.3,2
441.82,1833.2,2
463.44,1838.9,2
316.55,2119.3,2
573.8,1738.2,2
321.98,2261.6,2
350.01,2110.4,2
366.48,2020,2
377.28,1705.3,2
407.64,1930.1,2
338.52,2047.5,2
272.68,2089.5,2
304.93,2295.1,2
359.45,2266.1,2
347.1,1914.5,2
446.87,1941.3,2
408.14,1949.2,2
303.27,2133.3,2
338.82,2118.2,2
271.16,2247.7,2
528.68,1980.3,2
229.53,2118.3,2
263.46,2135,2
372.03,1904.5,2
313.19,2177.6,2
437.96,1986.1,2
325.65,1879.4,2
418.76,2326.5,2
367.24,2025,2
293.16,2037.2,2
432.48,1869.3,2
330.77,2022.7,2
323.18,2206.3,2
479.26,1938.8,2
304.19,2137.6,2
438.67,1741.1,2
530.48,1964.5,2
177.64,2182,2
306.06,2079.2,2
403.98,2136.8,2
498.94,1782.8,2
304.9,2149,2
288.21,2226.8,2
393.27,2151.5,2
477.44,1795.4,2
513.24,1769.3,2
194.05,1912.5,2
298.11,1946.8,2
312.65,2039.8,2
267.91,2080.5,2
293.09,2134.1,2
273.13,2178.8,2
272.61,2036.1,2
284.23,2082.7,2
335.31,1988.4,2
471.08,1901.8,2
327.71,1953,2
307.7,2344.9,2
552.72,1671.8,2
408.97,1930.9,2
356.53,2180.7,2
285.7,2098.2,2
266.2,2185.7,2
449.32,1939.9,2
328.62,2155.6,2
270.92,2267.1,2
543.56,1805.5,2
349.73,1968.5,2
509.18,1852.8,2
468.86,2013.8,2
432.8,1894.9,2
278.56,2130.2,2
193.23,2095.6,2
221.76,2245.1,2
311.05,2145.8,2
356.09,1907,2
351.15,2032.1,2
371.38,1090.1,2
484.08,1708.5,2
268.77,2103.8,2
471.06,1844.5,2
168.19,2151,2
289.54,2179.4,2
329.69,2015.6,2
381.9,1972,2
341.59,2089.6,2
286.45,2130.1,2
293.05,2133.8,2
251.5,2334,2
330.98,2062.3,2
198.42,1430.2,2
368.2,2148.8,2
337.39,2050.3,2
345.36,2070.6,2
329.31,2069.5,2
298.76,2129,2
341.5,2269.3,2
319.67,2280.2,2
442.55,2165,2
304.66,2161.8,2
382.98,2076.4,2
342.15,2194.4,2
421.09,1863.6,2
449.99,1768,2
309.71,2254.9,2
323.09,2117.6,2
273.14,2010.8,2
272.45,2163.9,2
223.45,2310.8,2
155.59,2170.3,2
327.65,2214.5,2
327.77,2083.1,2
347.3,2020.1,2
317.44,1981.8,2
421.52,1910.8,2
421.7,1925.2,2
342.7,2173.2,2
301.11,2059.8,2
418.35,2150.4,2
417.1,1988.6,2
374.75,2142,2
435.71,2169.2,2
329.08,1441,2
248.34,2166.8,2
215.39,2012.8,2
317.15,2445,2
278.28,2127.2,2
231.48,2141.3,2
351.16,1444,2
373.34,2029,2
321.08,2179.7,2
295.78,2006.7,2
191.11,2218.7,2
284.23,2082.7,2
243.19,2246.3,2
306.26,2132.6,2
343.76,1989,2
334.59,2177.2,2
243.9,2112.7,2
478.04,1641.9,2
361.72,2204.4,2
493.74,2190,2
333.05,2054.4,2
307.15,2124.3,2
255.08,1920.7,2
347.32,2014.2,2
366.07,2062,2
443.6,1742.6,2
284.23,2082.7,2
305.58,2086.4,2
318.19,2208.4,2
327.51,1963.9,2
403.73,1775.2,2
315.76,2223.2,2
297.57,2088.1,2
273.77,2244.7,2
331.08,2149.2,2
312.89,2097.4,2
246.39,2107.7,2
296.22,2095,2
177.87,1897.8,2
236.68,1993.4,2
340.46,2263.9,2
343.7,2075.2,2
321.72,2136.2,2
310.22,2260.1,2
391.62,2009.4,2
282.95,2191.4,2
382.91,2063.8,2
385.97,2075.6,2
458.77,1794.5,2
536.36,2023,2
204.55,2144.6,2
312.44,1999.7,2
362.9,2113.1,2
394.93,2123.7,2
368.02,2380.2,2
365.81,1779.9,2
332.18,2104.2,2
428.86,1559.7,2
293.14,2218.1,2
579.32,1757.5,2
321.26,2098.5,2
287.63,1466.3,2
388.85,2089.2,2
266.25,2022.4,2
239.67,2110,2
356.35,2309.6,2
319.6,2367.5,2
500,1500,2
274.46,1961.2,2
317.09,1684.4,2
322.5,2119,2
325.52,2107.2,2
365.74,1945,2
297.31,2178,2
261.89,2238.9,2
300.32,2395.1,2
435.07,1967.5,2
439.66,1949.3,2
349.05,2094,2
600.7,1678.9,2
323.38,2045.2,2
170.34,1989.8,2
325.08,2230.8,2
295.37,2313.2,2
290.66,2147.5,2
288.65,2258.7,2
347.33,2018,2
301.82,2044.3,2
321.91,2052.1,2
315.04,2106.9,2
334.27,2012.1,2
406.04,2128,2
339.38,1999.3,2
278.26,2030.3,2
416.54,1960.1,2
363.68,2063.9,2
372.72,1807.7,2
401.91,2077.9,2
433.17,2044,2
349.76,2070.5,2
472.08,1926.4,2
329.44,2071.9,2
278.99,2064.6,2
177.3,2178.3,2
346.49,2203.8,2
198.42,1430.2,2
311.56,2124.7,2
278.95,2182.6,2
351.41,2265.4,2
428.73,1934.2,2
293.95,1906.2,2
282.63,1972.9,2
300.48,2084.4,2
374.34,1982,2
303.99,1927.9,2
346.74,1765,2
327.6,2185.3,2
374.81,2065.4,2
174.23,2382.8,2
200.44,2275.3,2
314.55,2055.7,2
513.13,1810,2
308.55,1744.6,2
359.04,2048.8,2
337.29,1157.9,2
378.45,2145.4,2
280.28,2177.3,2
254.34,2130.6,2
277.39,2297,2
399.96,1991.4,2
291.21,2104.5,2
300.32,2058.9,2
315.41,2119.6,2
401.84,2074,2
265.69,2347.3,2
323.18,2206.3,2
327.42,2089.4,2
225.41,1162.5,2
362.15,2149.9,2
735.37,862.75,3
335.92,932.42,3
207.2,975.82,3
522.33,999.88,3
611.52,972.57,3
549.87,1035.1,3
455.7,1004.7,3
588.91,989.16,3
532.49,983.23,3
544.41,973.65,3
213.21,1094.5,3
408.12,2083.5,3
392.34,975.32,3
276.57,843.37,3
510.12,893.33,3
479.96,1059.6,3
432.74,929.56,3
362.27,768.44,3
734.62,912.89,3
604.29,1107.8,3
435.74,925.31,3
286.82,841.85,3
363.77,793.89,3
584.18,1048.9,3
451.78,1085.9,3
846,2245.4,3
404.37,1011.8,3
631.79,1185.6,3
519.53,951.33,3
268.84,836.06,3
536.79,912.1,3
375.32,924.42,3
543.95,982.03,3
312.67,768.15,3
336.06,870.04,3
840.4,1010.9,3
451.8,933.37,3
552.78,1001.7,3
572.14,1056,3
489.84,1037.1,3
586.83,1114.1,3
500,1500,3
397.93,719.7,3
512.12,943.83,3
587.99,1110.1,3
500,1500,3
255.56,1058.7,3
552.67,1013.6,3
349.99,959.65,3
306.86,852.22,3
620.15,1100.6,3
396.16,775.58,3
308.87,1017.8,3
610.8,903.99,3
367.67,875.06,3
409.4,832.39,3
396.96,910.4,3
393.75,956.96,3
578.36,1018.6,3
407.46,988.79,3
390.38,829.96,3
455.02,920.01,3
534.15,1039.7,3
677.64,1113.5,3
505.02,1021.9,3
454.16,836.6,3
405.92,788.33,3
498.26,1206.8,3
387.09,778.06,3
604.29,1107.8,3
500,1500,3
559.69,977.3,3
399.67,744.1,3
376.49,766.13,3
466.94,994.9,3
402.38,1035.2,3
347.84,903.95,3
415.63,1348.6,3
263.45,799.3,3
404.37,1011.8,3
477.39,920.19,3
565.36,1056.5,3
407,1051.1,3
533.47,1034.7,3
630.61,1155.9,3
333.93,806.53,3
571.63,942.2,3
370.37,959.25,3
402.55,1017,3
565.36,1056.5,3
477.34,915.94,3
522.25,949.31,3
531.34,929.57,3
500,1500,3
566.85,1245.8,3
526.49,999.28,3
534.15,1039.7,3
706.02,2207.6,3
312.67,768.15,3
392.34,975.32,3
345.13,804.52,3
623.86,1086.9,3
392.34,975.32,3
639.92,1061,3
475.35,989.13,3
337.63,872.49,3
402.38,1035.2,3
662.88,1194.4,3
559.69,977.3,3
498.26,1206.8,3
683.15,1054.4,3
500,1500,3
330.42,773.8,3
506.58,949.11,3
465.94,1081.4,3
376.84,884.05,3
370.37,959.25,3
677.64,1113.5,3
304.02,882.74,3
571.63,942.2,3
569.74,1095.5,3
569.3,1150,3
751.28,988.99,3
348.2,974.75,3
304.32,538.48,3
392.26,985.94,3
388.33,1034.4,3
366.19,828.12,3
620.02,993.95,3
616.48,965.89,3
691.11,1225.3,3
456.57,920.21,3
611.52,972.57,3
366.93,1219.3,3
367.1,717.57,3
552.78,1001.7,3
479.96,1059.6,3
323.51,857.73,3
379.98,781.8,3
649.52,1081.7,3
410.98,796.79,3
317.79,709.75,3
375.59,881.65,3
979.2,1969.8,3
286.82,841.85,3
354.47,831.31,3
289.05,982.68,3
722.88,1050,3
405.79,839.9,3
610.29,879.96,3
309.68,872.97,3
500,1500,3
459.71,1196,3
471.05,1045.3,3
694.76,1038.1,3
626.44,1126.8,3
404.1,787.16,3
943.5,1350.1,3
504.98,1168.6,3
324.79,793.23,3
459.71,1196,3
349.99,959.65,3
304.02,882.74,3
432.72,731.57,3
549.37,883.26,3
332.09,778.14,3
405.79,839.9,3
447.95,957.73,3
386.32,954.09,3
600.04,1141.8,3
381.16,968.91,3
442.78,858.01,3
397.69,896.54,3
620.02,993.95,3
530.02,1100.6,3
429.68,822.53,3
502.67,1003.1,3
304.32,538.48,3
518.63,1029.4,3
680.13,2188.7,3
304.11,800.11,3
429.68,822.53,3
534.15,1039.7,3
369.04,1036.5,3
691.11,1225.3,3
431.06,850.34,3
449.3,925.85,3
560.98,1304.6,3
361.62,742.69,3
306.51,1403.3,3
677.25,1122.2,3
461.8,871.65,3
398.42,1392.6,3
846,2245.4,3
485,949.06,3
389.46,913.95,3
290.1,1002.7,3
373.48,798.37,3
474.66,1230.2,3
223.06,908.28,3
523.87,996.8,3
375.59,881.65,3
465.94,1081.4,3
403.28,1013.9,3
458.78,928.01,3
289.05,982.68,3
936.02,1717.4,3
430.87,879.18,3
504.66,1056,3
606.98,959.08,3
706.02,2207.6,3
331.99,822.82,3
660.9,934.31,3
518.63,1029.4,3
514.56,998.74,3
369.04,1036.5,3
601.84,1009.7,3
547.67,946.32,3
450.49,893.05,3
724.97,2200.1,3
389.46,913.95,3
486.67,1175.5,3
369.04,1036.5,3
398.4,773.95,3
448.26,1023,3
956.83,1910.7,3
344.18,944.56,3
389.27,838.29,3
681.45,1030.1,3
523.12,885.11,3
567.76,1344,3
688.95,1073,3
477.86,979.4,3
402.38,1035.2,3
366.19,828.12,3
660.9,934.31,3
500,1500,3
515.13,869.62,3
404.45,999.58,3
390.64,843.69,3
506.95,933.39,3
377.88,1012,3
363.77,793.89,3
372.08,835.02,3
450.46,825.62,3
338.98,813.53,3
213.21,1094.5,3
660.05,1263.9,3
465.84,907.98,3
409.4,832.39,3
360.43,1037.8,3
552.66,994.32,3
264.59,994.45,3
626.26,1143.2,3
390.38,829.96,3
486.67,1175.5,3
365.23,821.94,3
615.03,1062.7,3
587.99,1110.1,3
406.34,912.62,3
377.88,1012,3
532.49,983.23,3
473.42,918.55,3
455.02,920.01,3
366.19,828.12,3
346.57,793.75,3
459.82,929.45,3
300.28,917.95,3
505.02,1021.9,3
569.3,1150,3
372.08,835.02,3
436.23,933.22,3
660.9,934.31,3
439.98,634.06,3
649.13,1991.9,3
654.15,1252.6,3
506.34,994,3
409.95,844.74,3
626.26,1143.2,3
504.66,1056,3
520.45,1031.7,3
286.82,841.85,3
473.42,918.55,3
599.79,1052.9,3
489.84,1037.1,3
442.78,858.01,3
459.77,1144.1,3
956.83,1910.7,3
956.83,1910.7,3
450.78,1035.8,3
287.84,829.48,3
283.89,824.08,3
354.47,831.31,3
546.38,1118.1,3
356.83,907.81,3
446.04,1268.2,3
251.56,921.91,3
213.21,1094.5,3
390.64,843.69,3
272.05,760.59,3
479.03,925.69,3
477.86,979.4,3
485,949.06,3
263.45,799.3,3
963.5,2150.1,3
280.23,1091.4,3
626.44,1126.8,3
386.69,1484.2,3
367.61,736.79,3
337.63,872.49,3
575.3,1111.9,3
606.98,959.08,3
459.77,1144.1,3
375.59,881.65,3
348.2,974.75,3
578.36,1018.6,3
465.7,917.71,3
450.78,1035.8,3
415.63,1348.6,3
424.67,1110.4,3
444.67,993.08,3
404.37,1011.8,3
506.95,933.39,3
383.18,813.78,3
706.02,2207.6,3
514.56,998.74,3
517.83,966.9,3
259.11,889.46,3
396.96,910.4,3
347.86,823.88,3
943.5,1350.1,3
484.43,927.83,3
290.1,1002.7,3
623.86,1086.9,3
207.2,975.82,3
540.23,1058.8,3
424.41,777.77,3
631.79,1185.6,3
287.49,791.34,3
264.59,994.45,3
467.13,1222,3
517.07,1009.8,3
514.8,1114.8,3
695.09,2280.6,3
376.36,790.96,3
451.78,1085.9,3
630.63,1051.8,3
344.18,944.56,3
575.3,1111.9,3
947.08,2208.2,3
